sku_id,date,opening_stock,closing_stock,reorder_level,replenishment_lead_time,unit_cost
SKU_0002,06-05-2024,3404,3212,253,1,1473.63
SKU_0002,13-05-2024,3535,3379,392,4,3051.02
SKU_0002,20-05-2024,3759,3739,481,1,4751.06
SKU_0002,27-05-2024,4012,4008,367,1,253.5
SKU_0002,03-06-2024,4215,4133,484,3,1087.26
SKU_0002,10-06-2024,4339,4297,422,2,4633.49
SKU_0002,17-06-2024,4624,4604,346,2,2975.36
SKU_0002,24-06-2024,4864,4839,244,3,1980.67
SKU_0003,01-01-2024,1019,930,204,3,3843.47
SKU_0003,08-01-2024,1183,1062,387,6,2350.79
SKU_0003,15-01-2024,1174,1059,463,2,2607.45
SKU_0003,22-01-2024,1351,1215,331,1,2334.5
SKU_0003,29-01-2024,1527,1405,254,1,4579.05
SKU_0003,05-02-2024,1660,1507,300,2,161.27
SKU_0003,12-02-2024,1628,1456,342,1,1732.3
SKU_0003,19-02-2024,1701,1691,233,3,2523.73
SKU_0003,26-02-2024,2086,1900,496,6,440.7
SKU_0003,04-03-2024,2203,2155,317,4,2639.12
SKU_0003,11-03-2024,2390,2264,326,2,3430.06
SKU_0003,18-03-2024,2575,2431,423,2,2969.48
SKU_0003,25-03-2024,2812,2791,257,4,4786.74
SKU_0003,01-04-2024,3057,2927,380,2,2292.62
SKU_0003,08-04-2024,3085,3029,399,2,2658.13
SKU_0003,15-04-2024,3329,3255,436,1,1757.46
SKU_0003,22-04-2024,3602,3560,206,4,1331.9
SKU_0003,29-04-2024,3935,3848,237,6,890.42
SKU_0003,06-05-2024,4103,4092,446,4,3359.63
SKU_0003,13-05-2024,4286,4205,461,1,3357.01
SKU_0003,20-05-2024,4315,4293,280,6,3907.91
SKU_0003,27-05-2024,4557,4495,279,5,3987.32
SKU_0003,03-06-2024,4764,4609,305,2,3136.17
SKU_0003,10-06-2024,4949,4876,428,1,745.3
SKU_0003,17-06-2024,5153,5135,240,5,2752.19
SKU_0003,24-06-2024,5464,5390,388,3,2100.14
SKU_0004,01-01-2024,909,733,415,4,3216.85
SKU_0004,08-01-2024,930,887,484,2,852.97
SKU_0004,15-01-2024,1197,1071,495,6,4093.02
SKU_0004,22-01-2024,1312,1278,346,1,2798.37
SKU_0004,29-01-2024,1614,1475,295,3,1921.08
SKU_0004,05-02-2024,1800,1608,337,2,4881.37
SKU_0004,12-02-2024,1952,1856,347,2,2711.96
SKU_0004,19-02-2024,1965,1845,347,6,4565.82
SKU_0004,26-02-2024,2163,2102,278,3,2486.06
SKU_0004,04-03-2024,2225,2173,427,1,2434.06
SKU_0004,11-03-2024,2372,2284,206,2,2045.97
SKU_0004,18-03-2024,2415,2357,229,4,2663.29
SKU_0004,25-03-2024,2678,2527,314,5,1895.45
SKU_0004,01-04-2024,2904,2885,492,1,3197.23
SKU_0004,08-04-2024,3198,3021,407,2,269.49
SKU_0004,15-04-2024,3164,3051,478,5,3264.73
SKU_0004,22-04-2024,3332,3150,260,3,2912.54
SKU_0004,29-04-2024,3271,3269,438,4,1889.81
SKU_0004,06-05-2024,3614,3429,370,2,3063.21
SKU_0004,13-05-2024,3581,3421,423,1,2919.74
SKU_0004,20-05-2024,3642,3457,265,5,2546.64
SKU_0004,27-05-2024,3562,3478,241,2,2170.78
SKU_0004,03-06-2024,3659,3654,277,2,4691.05
SKU_0004,10-06-2024,3862,3815,354,4,3780.96
SKU_0004,17-06-2024,4184,4025,209,2,2026.35
SKU_0004,24-06-2024,4189,4012,376,3,4232.42
SKU_0005,01-01-2024,909,845,440,4,4184.79
SKU_0005,08-01-2024,1096,927,382,1,1079.53
SKU_0005,15-01-2024,1215,1189,450,4,254.84
SKU_0005,22-01-2024,1416,1257,343,4,1500.78
SKU_0005,29-01-2024,1585,1461,231,5,3317.27
SKU_0005,05-02-2024,1614,1457,219,2,1068.66
SKU_0005,12-02-2024,1702,1590,427,1,2074.57
SKU_0005,19-02-2024,1817,1677,487,6,4228.74
SKU_0005,26-02-2024,1846,1686,202,5,4367.09
SKU_0005,04-03-2024,1797,1765,226,1,3472.75
SKU_0005,11-03-2024,1987,1824,385,2,2517.9
SKU_0005,18-03-2024,2055,2012,217,2,2769.4
SKU_0005,25-03-2024,2298,2108,242,2,2614.58
SKU_0005,01-04-2024,2410,2214,464,3,3464.22
SKU_0005,08-04-2024,2586,2409,289,6,342.06
SKU_0005,15-04-2024,2563,2555,390,3,3124.25
SKU_0005,22-04-2024,2899,2840,413,6,1524.9
SKU_0005,29-04-2024,3106,2927,303,2,2305.69
SKU_0005,06-05-2024,3152,3064,356,2,1288.71
SKU_0005,13-05-2024,3191,3182,466,2,4762.23
SKU_0005,20-05-2024,3311,3263,387,4,1529.15
SKU_0005,27-05-2024,3549,3410,332,6,1404.21
SKU_0005,03-06-2024,3575,3388,236,6,2609.49
SKU_0005,10-06-2024,3544,3478,227,6,4857.88
SKU_0005,17-06-2024,3809,3628,306,1,4338.16
SKU_0005,24-06-2024,3874,3740,472,3,4455.7
SKU_0006,01-01-2024,1069,935,261,3,3505.49
SKU_0006,08-01-2024,1160,1108,344,1,3989.09
SKU_0006,15-01-2024,1410,1219,309,4,1153.97
SKU_0006,22-01-2024,1439,1322,230,1,400.34
SKU_0006,29-01-2024,1625,1510,248,2,3412.15
SKU_0006,05-02-2024,1641,1463,396,3,555.11
SKU_0006,12-02-2024,1837,1832,321,4,813.47
SKU_0006,19-02-2024,1947,1766,409,5,1855.89
SKU_0006,26-02-2024,1946,1841,484,5,2065.89
SKU_0006,04-03-2024,2008,1965,480,3,1329.47
SKU_0006,11-03-2024,2139,2132,371,6,548.14
SKU_0006,18-03-2024,2445,2251,482,3,1371.57
SKU_0006,25-03-2024,2535,2369,476,2,2753.24
SKU_0006,01-04-2024,2647,2539,316,1,125
SKU_0006,08-04-2024,2744,2717,430,3,2668.65
SKU_0006,15-04-2024,3092,3002,371,1,2452.98
SKU_0006,22-04-2024,3133,2966,379,5,4712.52
SKU_0006,29-04-2024,3092,3091,456,2,2997.43
SKU_0006,06-05-2024,3384,3216,315,5,2435.58
SKU_0006,13-05-2024,3440,3408,291,3,4182.43
SKU_0006,20-05-2024,3530,3351,281,3,3117.52
SKU_0006,27-05-2024,3524,3387,400,2,386.43
SKU_0006,03-06-2024,3505,3430,332,6,1538.72
SKU_0006,10-06-2024,3664,3557,232,6,2100.94
SKU_0006,17-06-2024,3707,3696,402,2,2898.27
SKU_0006,24-06-2024,4052,4001,454,6,418.49
SKU_0007,01-01-2024,904,800,358,1,2036.26
SKU_0007,08-01-2024,960,946,305,1,3237.78
SKU_0007,15-01-2024,1150,1063,206,1,3048.83
SKU_0007,22-01-2024,1187,988,253,6,2203.8
SKU_0007,29-01-2024,1344,1237,236,6,1006.96
SKU_0007,05-02-2024,1579,1392,329,4,3028.36
SKU_0007,12-02-2024,1706,1605,223,1,1312.09
SKU_0007,19-02-2024,1850,1831,207,2,408.09
SKU_0007,26-02-2024,1969,1952,296,3,624.92
SKU_0007,04-03-2024,2306,2265,252,1,555.35
SKU_0007,11-03-2024,2506,2474,329,2,2550.19
SKU_0007,18-03-2024,2683,2590,377,2,2534.33
SKU_0007,25-03-2024,2803,2688,350,5,3453.58
SKU_0007,01-04-2024,3076,3060,479,1,118.57
SKU_0007,08-04-2024,3189,3125,280,4,2528.92
SKU_0007,15-04-2024,3362,3170,225,5,4824.42
SKU_0007,22-04-2024,3307,3254,244,2,3736.27
SKU_0007,29-04-2024,3572,3411,275,4,2922.78
SKU_0007,06-05-2024,3722,3585,448,6,723.79
SKU_0007,13-05-2024,3886,3826,319,3,4037.17
SKU_0007,20-05-2024,3940,3937,427,5,4228.29
SKU_0007,27-05-2024,4082,3926,230,1,2701.05
SKU_0007,03-06-2024,4156,4153,474,1,3515.82
SKU_0007,10-06-2024,4277,4146,378,6,3448.23
SKU_0007,17-06-2024,4423,4365,350,1,1069.2
SKU_0007,24-06-2024,4555,4412,461,1,776.35
SKU_0008,01-01-2024,1168,982,280,6,3640.33
SKU_0008,08-01-2024,1311,1155,399,1,1306.55
SKU_0008,15-01-2024,1553,1451,206,4,1757.93
SKU_0008,22-01-2024,1739,1613,374,3,4121.73
SKU_0008,29-01-2024,1832,1633,367,4,2190.36
SKU_0008,05-02-2024,1895,1812,226,3,3988.05
SKU_0008,12-02-2024,1963,1829,488,4,3847.6
SKU_0008,19-02-2024,2044,1896,493,2,4489.05
SKU_0008,26-02-2024,2071,2060,345,6,2431.83
SKU_0008,04-03-2024,2364,2270,449,1,1963.04
SKU_0008,11-03-2024,2475,2465,220,1,4259.05
SKU_0008,18-03-2024,2573,2479,317,6,109.72
SKU_0008,25-03-2024,2780,2685,344,5,4387.06
SKU_0008,01-04-2024,2804,2754,429,3,4683.71
SKU_0008,08-04-2024,2859,2722,358,2,4102.01
SKU_0008,15-04-2024,2868,2845,309,5,4525.9
SKU_0008,22-04-2024,3048,2881,244,3,4913.19
SKU_0008,29-04-2024,3263,3242,227,6,4094.04
SKU_0008,06-05-2024,3344,3179,417,4,3731.89
SKU_0008,13-05-2024,3518,3384,256,5,1234.27
SKU_0008,20-05-2024,3674,3511,220,2,762.84
SKU_0008,27-05-2024,3784,3648,435,3,696.74
SKU_0008,03-06-2024,3785,3624,421,2,2427.81
SKU_0008,10-06-2024,3769,3668,256,5,3799.98
SKU_0008,17-06-2024,3907,3791,337,1,2768.94
SKU_0008,24-06-2024,4144,4094,384,5,3136.89
SKU_0009,01-01-2024,1224,1143,432,2,3778.49
SKU_0009,08-01-2024,1450,1393,231,2,2095.69
SKU_0009,15-01-2024,1669,1496,282,2,938.7
SKU_0009,22-01-2024,1863,1673,362,5,936.99
SKU_0009,29-01-2024,2038,1989,343,4,2124.98
SKU_0009,05-02-2024,2163,2147,211,3,1938.76
SKU_0009,12-02-2024,2329,2183,313,4,4272.93
SKU_0009,19-02-2024,2560,2560,252,5,2039.48
SKU_0009,26-02-2024,2925,2918,344,6,1561.52
SKU_0009,04-03-2024,3142,3080,267,6,4223.35
SKU_0009,11-03-2024,3406,3393,449,4,1020.74
SKU_0009,18-03-2024,3759,3632,464,1,1584.9
SKU_0009,25-03-2024,3984,3927,223,4,1818.69
SKU_0009,01-04-2024,4153,3980,217,3,1814.52
SKU_0009,08-04-2024,4231,4148,358,2,4314.05
SKU_0009,15-04-2024,4486,4444,207,5,1189.41
SKU_0009,22-04-2024,4734,4542,262,5,2054.71
SKU_0009,29-04-2024,4693,4613,282,4,4945.66
SKU_0009,06-05-2024,4954,4784,382,2,958.28
SKU_0009,13-05-2024,5174,5118,485,3,4196.84
SKU_0009,20-05-2024,5426,5325,448,1,4755.06
SKU_0009,27-05-2024,5525,5504,486,4,1519.09
SKU_0009,03-06-2024,5825,5691,342,3,725.49
SKU_0009,10-06-2024,6049,5951,251,4,1008.66
SKU_0009,17-06-2024,6319,6276,449,1,1107.8
SKU_0009,24-06-2024,6552,6470,270,3,760.48
SKU_0010,01-01-2024,1169,1064,228,6,3949.53
SKU_0010,08-01-2024,1231,1140,274,2,909.17
SKU_0010,15-01-2024,1297,1237,295,1,2448.11
SKU_0010,22-01-2024,1351,1249,375,5,779.8
SKU_0010,29-01-2024,1356,1331,445,1,3828.16
SKU_0010,05-02-2024,1657,1624,495,3,1691.21
SKU_0010,12-02-2024,2008,1927,447,3,4624.91
SKU_0010,19-02-2024,2321,2156,205,2,4375.86
SKU_0010,26-02-2024,2329,2271,202,3,1483.28
SKU_0010,04-03-2024,2651,2458,262,2,3119.84
SKU_0010,11-03-2024,2658,2617,304,3,4831.8
SKU_0010,18-03-2024,2806,2719,250,1,1900.96
SKU_0010,25-03-2024,3021,2970,392,4,2930.04
SKU_0010,01-04-2024,3189,3138,275,3,2758.76
SKU_0010,08-04-2024,3316,3222,451,5,571.7
SKU_0010,15-04-2024,3440,3288,211,5,535.55
SKU_0010,22-04-2024,3585,3401,484,5,586.8
SKU_0010,29-04-2024,3738,3730,451,5,4799.83
SKU_0010,06-05-2024,3927,3874,378,4,2547.67
SKU_0010,13-05-2024,4191,4180,490,1,643.85
SKU_0010,20-05-2024,4324,4276,443,2,3774.36
SKU_0010,27-05-2024,4646,4589,350,5,4170.34
SKU_0010,03-06-2024,4850,4726,496,5,3686.79
SKU_0010,10-06-2024,4869,4729,253,3,2181.3
SKU_0010,17-06-2024,4999,4880,397,5,3547.16
SKU_0010,24-06-2024,5171,5167,258,5,4795.25
SKU_0011,01-01-2024,564,497,435,2,1606.78
SKU_0011,08-01-2024,833,668,420,4,2570.3
SKU_0011,15-01-2024,1005,838,247,6,1214.95
SKU_0011,22-01-2024,966,949,357,2,4761.69
SKU_0011,29-01-2024,1313,1313,432,2,2015.47
SKU_0011,05-02-2024,1633,1579,447,3,4559.53
SKU_0011,12-02-2024,1702,1676,433,3,1655.46
SKU_0011,19-02-2024,1894,1833,339,2,2285.84
SKU_0011,26-02-2024,1987,1909,288,4,3872.21
SKU_0011,04-03-2024,2031,1931,248,2,4419.47
SKU_0011,11-03-2024,2197,2067,439,1,4662.78
SKU_0011,18-03-2024,2373,2256,473,5,716.86
SKU_0011,25-03-2024,2636,2477,269,2,4838.73
SKU_0011,01-04-2024,2817,2661,396,3,3209.7
SKU_0011,08-04-2024,2921,2823,301,6,3722.08
SKU_0011,15-04-2024,3081,3014,396,2,2166.6
SKU_0011,22-04-2024,3366,3350,347,3,4235.64
SKU_0011,29-04-2024,3653,3473,499,1,4944.24
SKU_0011,06-05-2024,3723,3666,396,3,605.24
SKU_0011,13-05-2024,3857,3757,293,5,4949.5
SKU_0011,20-05-2024,3902,3748,269,2,1017.75
SKU_0011,27-05-2024,4056,4051,282,3,4340.3
SKU_0011,03-06-2024,4370,4336,234,5,1590.76
SKU_0011,10-06-2024,4682,4590,478,5,626.62
SKU_0011,17-06-2024,4879,4779,231,1,1758.86
SKU_0011,24-06-2024,5114,5087,398,5,1159.9
SKU_0012,01-01-2024,607,589,470,1,3699.58
SKU_0012,08-01-2024,888,774,386,3,2966.47
SKU_0012,15-01-2024,972,905,233,6,402.39
SKU_0012,22-01-2024,1144,1087,321,1,543.43
SKU_0012,29-01-2024,1445,1305,295,5,1962.14
SKU_0012,05-02-2024,1476,1425,295,5,3435.14
SKU_0012,12-02-2024,1805,1726,213,5,2367.38
SKU_0012,19-02-2024,2106,2035,255,2,951.34
SKU_0012,26-02-2024,2332,2199,478,1,631.39
SKU_0012,04-03-2024,2416,2336,423,5,3422.65
SKU_0012,11-03-2024,2711,2709,492,3,2630.13
SKU_0012,18-03-2024,2824,2713,203,3,607.15
SKU_0012,25-03-2024,2984,2794,297,2,4365.39
SKU_0012,01-04-2024,2917,2753,457,6,2148.93
SKU_0012,08-04-2024,2889,2832,380,2,1705.73
SKU_0012,15-04-2024,3168,3156,362,4,861.6
SKU_0012,22-04-2024,3279,3099,226,1,4304.62
SKU_0012,29-04-2024,3338,3196,202,4,1650.41
SKU_0012,06-05-2024,3325,3269,478,6,2020.32
SKU_0012,13-05-2024,3488,3325,485,6,4046.96
SKU_0012,20-05-2024,3680,3589,308,5,3014.74
SKU_0012,27-05-2024,3897,3708,356,6,3212.2
SKU_0012,03-06-2024,3900,3818,242,2,3244.12
SKU_0012,10-06-2024,4062,3881,344,3,1032.25
SKU_0012,17-06-2024,4235,4213,343,2,3963.87
SKU_0012,24-06-2024,4514,4325,314,4,2811.03
SKU_0013,01-01-2024,504,449,227,6,2614.23
SKU_0013,08-01-2024,847,798,441,2,4190.47
SKU_0013,15-01-2024,935,791,410,3,3191.73
SKU_0013,22-01-2024,1153,1116,408,1,3526.13
SKU_0013,29-01-2024,1318,1176,343,1,3567.73
SKU_0013,05-02-2024,1512,1421,347,1,1038.95
SKU_0013,12-02-2024,1726,1690,217,4,4092.96
SKU_0013,19-02-2024,1998,1980,269,4,4698.11
SKU_0013,26-02-2024,2089,2089,456,3,142.45
SKU_0013,04-03-2024,2341,2239,363,6,2071.64
SKU_0013,11-03-2024,2391,2286,203,1,4604.62
SKU_0013,18-03-2024,2555,2438,274,1,2733.06
SKU_0013,25-03-2024,2571,2475,213,5,1674.05
SKU_0013,01-04-2024,2831,2824,327,3,3826.4
SKU_0013,08-04-2024,3136,3100,320,2,3804.75
SKU_0013,15-04-2024,3235,3047,446,2,980.24
SKU_0013,22-04-2024,3322,3236,276,3,1319.58
SKU_0013,29-04-2024,3338,3283,483,4,2986.65
SKU_0013,06-05-2024,3387,3302,308,5,4868.98
SKU_0013,13-05-2024,3620,3479,496,6,4412.96
SKU_0013,20-05-2024,3759,3601,321,3,2586.72
SKU_0013,27-05-2024,3940,3904,443,2,4944.9
SKU_0013,03-06-2024,4284,4193,439,2,621.48
SKU_0013,10-06-2024,4376,4335,468,3,3906.3
SKU_0013,17-06-2024,4608,4492,384,1,4184.36
SKU_0013,24-06-2024,4634,4531,216,1,4212.5
SKU_0014,01-01-2024,1336,1322,241,1,3510.14
SKU_0014,08-01-2024,1592,1511,489,2,1392.64
SKU_0014,15-01-2024,1679,1660,341,4,3626.63
SKU_0014,22-01-2024,1946,1897,401,6,4020.24
SKU_0014,29-01-2024,2122,1950,461,5,549.71
SKU_0014,05-02-2024,2149,2043,314,4,4495.03
SKU_0014,12-02-2024,2173,1986,243,3,3132.43
SKU_0014,19-02-2024,2235,2100,479,4,1010.38
SKU_0014,26-02-2024,2459,2396,406,4,137.66
SKU_0014,04-03-2024,2697,2638,264,3,4618.18
SKU_0014,11-03-2024,2761,2732,239,1,4603.09
SKU_0014,18-03-2024,3120,3049,460,2,4255.25
SKU_0014,25-03-2024,3371,3219,219,3,2491.01
SKU_0014,01-04-2024,3550,3487,431,3,3462.52
SKU_0014,08-04-2024,3609,3602,413,6,2259.76
SKU_0014,15-04-2024,3887,3731,454,2,3775.7
SKU_0014,22-04-2024,3942,3918,223,5,4883.56
SKU_0014,29-04-2024,4174,4077,475,5,3007.09
SKU_0014,06-05-2024,4366,4189,475,3,452.23
SKU_0014,13-05-2024,4436,4431,372,2,2880.95
SKU_0014,20-05-2024,4534,4444,361,3,910.22
SKU_0014,27-05-2024,4669,4490,315,3,1086.31
SKU_0014,03-06-2024,4751,4565,232,5,1286.72
SKU_0014,10-06-2024,4957,4945,495,6,4549.12
SKU_0014,17-06-2024,5058,5051,359,3,1308.5
SKU_0014,24-06-2024,5328,5164,244,5,4735.66
SKU_0015,01-01-2024,832,709,237,1,2563.4
SKU_0015,08-01-2024,889,711,296,6,2750.28
SKU_0015,15-01-2024,817,779,471,3,4152.81
SKU_0015,22-01-2024,956,806,386,4,2756.42
SKU_0015,29-01-2024,1084,889,454,1,3070.99
SKU_0015,05-02-2024,1279,1141,398,1,3963.23
SKU_0015,12-02-2024,1266,1220,225,1,4318.83
SKU_0015,19-02-2024,1541,1463,481,1,3474.04
SKU_0015,26-02-2024,1563,1530,264,2,1444.37
SKU_0015,04-03-2024,1650,1587,353,6,345.29
SKU_0015,11-03-2024,1696,1598,231,1,3465.82
SKU_0015,18-03-2024,1875,1873,303,3,3103.55
SKU_0015,25-03-2024,2177,2092,311,2,2367.42
SKU_0015,01-04-2024,2274,2177,490,4,4431.31
SKU_0015,08-04-2024,2502,2390,343,3,2566.5
SKU_0015,15-04-2024,2558,2409,211,5,3165.35
SKU_0015,22-04-2024,2803,2640,461,6,4805.27
SKU_0015,29-04-2024,2800,2718,306,4,707.95
SKU_0015,06-05-2024,2884,2859,390,6,882.01
SKU_0015,13-05-2024,3164,3128,330,4,3421.01
SKU_0015,20-05-2024,3291,3184,417,2,1839.97
SKU_0015,27-05-2024,3335,3325,464,5,3658.17
SKU_0015,03-06-2024,3534,3389,264,6,4390.9
SKU_0015,10-06-2024,3625,3454,338,3,1647.32
SKU_0015,17-06-2024,3713,3564,306,2,3324.15
SKU_0015,24-06-2024,3790,3669,335,5,2206.44
SKU_0016,01-01-2024,687,546,245,3,574.91
SKU_0016,08-01-2024,786,635,228,3,2406.82
SKU_0016,15-01-2024,910,879,245,1,3852.12
SKU_0016,22-01-2024,1101,941,222,6,2202.2
SKU_0016,29-01-2024,1229,1098,329,5,4282.23
SKU_0016,05-02-2024,1225,1065,478,4,1811.5
SKU_0016,12-02-2024,1212,1167,244,2,2323.59
SKU_0016,19-02-2024,1444,1410,255,3,232.04
SKU_0016,26-02-2024,1685,1600,347,6,727
SKU_0016,04-03-2024,1804,1656,377,1,4103.04
SKU_0016,11-03-2024,1818,1648,482,6,913.68
SKU_0016,18-03-2024,1934,1768,411,5,1388.68
SKU_0016,25-03-2024,1948,1940,322,4,1839.8
SKU_0016,01-04-2024,2145,2078,343,5,3256.99
SKU_0016,08-04-2024,2209,2108,446,6,4141.38
SKU_0016,15-04-2024,2312,2297,253,6,2826.22
SKU_0016,22-04-2024,2414,2411,236,4,2232.79
SKU_0016,29-04-2024,2686,2668,285,3,2318.16
SKU_0016,06-05-2024,2913,2875,291,5,3131.05
SKU_0016,13-05-2024,3245,3173,474,3,2206.7
SKU_0016,20-05-2024,3463,3382,481,1,945.79
SKU_0016,27-05-2024,3626,3498,276,2,1142.61
SKU_0016,03-06-2024,3810,3698,306,1,3726.45
SKU_0016,10-06-2024,3974,3927,375,5,2547.14
SKU_0016,17-06-2024,4192,4190,417,1,1655.03
SKU_0016,24-06-2024,4476,4380,390,6,3843.78
SKU_0017,01-01-2024,736,548,219,5,2221.12
SKU_0017,08-01-2024,792,727,425,6,551.08
SKU_0017,15-01-2024,1107,981,329,6,2517.44
SKU_0017,22-01-2024,1153,1006,278,2,2436.09
SKU_0017,29-01-2024,1214,1091,284,2,4914.2
SKU_0017,05-02-2024,1342,1186,280,1,3653.13
SKU_0017,12-02-2024,1523,1365,256,4,195.43
SKU_0017,19-02-2024,1569,1488,249,4,3328.24
SKU_0017,26-02-2024,1732,1595,289,3,4466.3
SKU_0017,04-03-2024,1932,1789,365,6,2613.91
SKU_0017,11-03-2024,2075,1921,463,1,3600.83
SKU_0017,18-03-2024,2153,2021,446,2,608.29
SKU_0017,25-03-2024,2321,2280,336,5,1421.51
SKU_0017,01-04-2024,2599,2463,260,3,2415.32
SKU_0017,08-04-2024,2843,2717,398,3,4448.44
SKU_0017,15-04-2024,2967,2928,257,4,3299.21
SKU_0017,22-04-2024,3266,3139,367,5,4468.4
SKU_0017,29-04-2024,3523,3479,290,5,1624.95
SKU_0017,06-05-2024,3593,3524,416,2,795.19
SKU_0017,13-05-2024,3752,3632,381,5,3466.68
SKU_0017,20-05-2024,3965,3802,227,4,2420.63
SKU_0017,27-05-2024,3945,3806,231,1,496.51
SKU_0017,03-06-2024,3923,3767,425,3,3657.02
SKU_0017,10-06-2024,4113,4033,219,2,1847.01
SKU_0017,17-06-2024,4356,4345,242,5,741.11
SKU_0017,24-06-2024,4740,4543,390,6,1301.19
SKU_0018,01-01-2024,1244,1134,438,2,1492.89
SKU_0018,08-01-2024,1310,1121,370,6,4484.45
SKU_0018,15-01-2024,1493,1343,224,5,2860.39
SKU_0018,22-01-2024,1479,1423,477,1,987.4
SKU_0018,29-01-2024,1580,1409,472,6,2352.45
SKU_0018,05-02-2024,1783,1698,256,4,4287.29
SKU_0018,12-02-2024,1834,1689,257,4,2509.05
SKU_0018,19-02-2024,1877,1827,496,6,3701.7
SKU_0018,26-02-2024,1987,1861,490,5,4952.97
SKU_0018,04-03-2024,2000,1947,364,4,1989.23
SKU_0018,11-03-2024,2058,1910,239,6,3834.81
SKU_0018,18-03-2024,2236,2190,419,4,4915.07
SKU_0018,25-03-2024,2531,2516,346,2,684.84
SKU_0018,01-04-2024,2766,2655,210,3,2935.03
SKU_0018,08-04-2024,2793,2715,351,3,2236.54
SKU_0018,15-04-2024,2818,2626,301,3,2263.99
SKU_0018,22-04-2024,2975,2926,251,6,1018.51
SKU_0018,29-04-2024,3239,3225,317,5,2348.93
SKU_0018,06-05-2024,3611,3578,231,6,678.94
SKU_0018,13-05-2024,3708,3569,497,4,3287.02
SKU_0018,20-05-2024,3856,3742,424,2,158.01
SKU_0018,27-05-2024,3876,3850,332,3,4828.43
SKU_0018,03-06-2024,4041,3898,395,4,4085.49
SKU_0018,10-06-2024,4169,4001,215,5,343.76
SKU_0018,17-06-2024,4290,4175,306,4,4341.53
SKU_0018,24-06-2024,4290,4159,228,2,2466.68
SKU_0019,01-01-2024,562,507,469,5,1759.61
SKU_0019,08-01-2024,777,649,327,3,569.56
SKU_0019,15-01-2024,827,679,286,1,171.8
SKU_0019,22-01-2024,923,818,278,4,4651.58
SKU_0019,29-01-2024,1023,972,296,6,533.75
SKU_0019,05-02-2024,1172,1068,248,6,610.45
SKU_0019,12-02-2024,1176,1086,392,6,4268.48
SKU_0019,19-02-2024,1397,1266,489,5,942.48
SKU_0019,26-02-2024,1551,1460,430,1,4001.29
SKU_0019,04-03-2024,1823,1790,482,4,2264.87
SKU_0019,11-03-2024,1961,1865,238,1,1019.06
SKU_0019,18-03-2024,2165,2135,489,4,3443.85
SKU_0019,25-03-2024,2498,2318,413,6,1539.5
SKU_0019,01-04-2024,2514,2398,217,2,3434.73
SKU_0019,08-04-2024,2548,2518,337,4,111.7
SKU_0019,15-04-2024,2839,2663,230,1,1049.03
SKU_0019,22-04-2024,3003,2936,472,2,3159.29
